id	scene_id	person	gender	original_line	line	metadata	filename
276301	151	ROSS	M	Ross: Ok, what, what...ok, what did we think it was going to be?	Ok, what, what...ok, what did we think it was going to be?	Ok_RR what_DDQ what_DDQ ..._... ok_RR what_DDQ did_VDD we_PPIS2 think_VVI it_PPH1 was_VBDZ going_VVGK to_TO be_VBI ?_?	0112.txt
276401	151	CAROL AND SUSAN	F	Carol and Susan: It's a...	It's a...	It_PPH1 's_VBZ a_AT1 ..._...	0112.txt
276501	151	ROSS	M	Ross: No, no, no I don't want to know, don't want to know. Ok, you know, I should probably, I should probably just go.	No, no, no I don't want to know, don't want to know. Ok, you know, I should probably, I should probably just go.	No_UH no_UH no_UH I_PPIS1 do_VD0 n't_XX want_VVI to_TO know_VVI do_VD0 n't_XX want_VVI to_TO know_VVI ._. Ok_RR you_PPY know_VV0 I_PPIS1 should_VM probably_RR I_PPIS1 should_VM probably_RR just_RR go_VVI ._.	0112.txt
276601	151	CAROL	F	Carol: Well, thanks for the books.	Well, thanks for the books.	Well_RR thanks_NN2 for_IF the_AT books_NN2 ._.	0112.txt
276701	151	ROSS	M	Ross: No problem, ok, mmmwa  oh, mmmwa (kisses Carol's stomach, then punches Susan's shoulder) Susan... (Ross leaves.)	No problem, ok, mmmwa oh, mmmwa Susan...	No_AT problem_NN1 ok_RR mmmwa_NN1 oh_UH mmmwa_NN1 Susan_NP1 ..._...	0112.txt
276801	151	SUSAN	F	Susan: All right, who should we call first, your folks, or Deb and Rona? 	Alright, who should we call first, your folks, or Deb and Rona?	All_RR21 right_RR22 who_PNQS should_VM we_PPIS2 call_VVI first_MD your_APPGE folks_NN2 or_CC Deb_NP1 and_CC Rona_NP1 ?_?	0112.txt
276901	151	CAROL	F	Carol: Hello?	Hello?	Hello_UH ?_?	0112.txt
277001	151	ROSS	M	Ross: Uh, never mind, I don't want to know. (Carol and Susan laugh)	Uh, never mind, I don't want to know.	Uh_UH never_RR mind_VV0 I_PPIS1 do_VD0 n't_XX want_VVI to_TO know_VVI ._.	0112.txt
277101	152	CHANDLER	M	Chandler: Ok, so it's just because it was my table, I have to buy a new one?	Ok, so it's just because it was my table, I have to buy a new one?	Ok_RR so_CS it_PPH1 's_VBZ just_RR because_CS it_PPH1 was_VBDZ my_APPGE table_NN1 I_PPIS1 have_VH0 to_TO buy_VVI a_AT1 new_JJ one_PN1 ?_?	0112.txt
277201	152	JOEY	M	Joey: That's the rule.	That's the rule.	That_DD1 's_VBZ the_AT rule_NN1 ._.	0112.txt
277301	152	CHANDLER	M	Chandler: What rule? There's no rule, if anything, you owe me a table!	What rule? There's no rule, if anything, you owe me a table!	What_DDQ rule_VV0 ?_? There_EX 's_VBZ no_AT rule_NN1 if_CS anything_PN1 you_PPY owe_VV0 me_PPIO1 a_AT1 table_NN1 !_!	0112.txt
277401	152	JOEY	M	Joey: How'd you get to that?	How'd you get to that?	How_RRQ 'd_VM you_PPY get_VVI to_II that_DD1 ?_?	0112.txt
277501	152	CHANDLER	M	Chandler: Well, I believe the piece of furniture was fine until your little breakfast adventure with Angela Delvecchio	Well, I believe the piece of furniture was fine until your little breakfast adventure with Angela Delvecchio	Well_RR I_PPIS1 believe_VV0 the_AT piece_NN1 of_IO furniture_NN1 was_VBDZ fine_JJ until_CS your_APPGE little_JJ breakfast_NN1 adventure_NN1 with_IW Angela_NP1 Delvecchio_NP1	0112.txt
277601	152	JOEY	M	Joey: You knew about that?	You knew about that?	You_PPY knew_VVD about_II that_DD1 ?_?	0112.txt
277701	152	CHANDLER	M	Chandler: Well, let's just say the impressions you made in the butter left little to the imagination.	Well, let's just say the impressions you made in the butter left little to the imagination.	Well_RR let_VM21 's_VM22 just_RR say_VVI the_AT impressions_NN2 you_PPY made_VVD in_II the_AT butter_NN1 left_VVD little_RR to_II the_AT imagination_NN1 ._.	0112.txt
277801	152	JOEY	M	Joey: Ok, ok, How about if we split it?	Ok, ok, How about if we split it?	Ok_RR ok_RR How_RRQ about_II if_CSW we_PPIS2 split_VV0 it_PPH1 ?_?	0112.txt
277901	152	CHANDLER	M	Chandler: What do you mean, like, buy it together?	What do you mean, like, buy it together?	What_DDQ do_VD0 you_PPY mean_VVI like_RR buy_VV0 it_PPH1 together_RL ?_?	0112.txt
278001	152	JOEY	M	Joey: Yeah	Yeah	Yeah_UH	0112.txt
278101	152	CHANDLER	M	Chandler: You think we're ready for something like that?	You think we're ready for something like that?	You_PPY think_VV0 we_PPIS2 're_VBR ready_JJ for_IF something_PN1 like_II that_DD1 ?_?	0112.txt
278201	152	JOEY	M	Joey: Why not?	Why not?	Why_RRQ not_XX ?_?	0112.txt
278301	152	CHANDLER	M	Chandler: Well, it's a pretty big commitment, I mean, what if one of us wants to move out?	Well, it's a pretty big commitment, I mean, what if one of us wants to move out?	Well_RR it_PPH1 's_VBZ a_AT1 pretty_RG big_JJ commitment_NN1 I_PPIS1 mean_VV0 what_DDQ if_CS one_MC1 of_IO us_PPIO2 wants_VVZ to_TO move_VVI out_RP ?_?	0112.txt
278401	152	JOEY	M	Joey: Why, are you moving out?	Why, are you moving out?	Why_RRQ are_VBR you_PPY moving_VVG out_RP ?_?	0112.txt
278501	152	CHANDLER	M	Chandler: I'm not moving out.	I'm not moving out.	I_PPIS1 'm_VBM not_XX moving_VVG out_RP ._.	0112.txt
278601	152	JOEY	M	Joey: You'd tell me if you were moving out right	You'd tell me if you were moving out right	You_PPY 'd_VM tell_VVI me_PPIO1 if_CS you_PPY were_VBDR moving_VVG out_RP right_RR	0112.txt
278701	152	CHANDLER	M	Chandler: Yeah, yeah, it's just that with my last roommate Kip...	Yeah, yeah, it's just that with my last roommate Kip...	Yeah_UH yeah_UH it_PPH1 's_VBZ just_RR that_DD1 with_IW my_APPGE last_MD roommate_NN1 Kip_NN1 ..._...	0112.txt
278801	152	JOEY	M	Joey: Aw, I know all about Kip!	Aw, I know all about Kip!	Aw_UH I_PPIS1 know_VV0 all_DB about_II Kip_NN1 !_!	0112.txt
278901	152	CHANDLER	M	Chandler: It's just that we bought a hibachi together, and then he ran off and got married, and things got pretty ugly.	It's just that we bought a hibachi together, and then he ran off and got married, and things got pretty ugly.	It_PPH1 's_VBZ just_RR that_CST we_PPIS2 bought_VVD a_AT1 hibachi_NN2 together_RL and_CC then_RT he_PPHS1 ran_VVD off_RP and_CC got_VVD married_VVN and_CC things_NN2 got_VVD pretty_RG ugly_JJ ._.	0112.txt
279001	152	JOEY	M	Joey: Well, let me ask you something, was Kip a better roommate than me?	Well, let me ask you something, was Kip a better roommate than me?	Well_RR let_VV0 me_PPIO1 ask_VVI you_PPY something_PN1 was_VBDZ Kip_NN1 a_AT1 better_JJR roommate_NN1 than_CSN me_PPIO1 ?_?	0112.txt
279101	152	CHANDLER	M	Chandler: Aw, don't do that	Aw, don't do that	Aw_UH do_VD0 n't_XX do_VDI that_DD1	0112.txt
279201	152	PHOEBE'S ASSISTANT	U	Phoebe's Assistant: We've got a couple changes in your schedule. Your 4:00 herbal massage has been pushed back to 4:30 and Miss Somerfield cancelled her 5:30 shiatsu.	We've got a couple changes in your schedule. Your 4:00 herbal massage has been pushed back to 4:30 and Miss Somerfield cancelled her 5:30 shiatsu.	We_PPIS2 've_VH0 got_VVN a_AT1 couple_NN1 changes_NN2 in_II your_APPGE schedule_NN1 ._. Your_APPGE 4:00_MC herbal_JJ massage_NN1 has_VHZ been_VBN pushed_VVN back_RP to_II 4:30_MC and_CC Miss_NNB Somerfield_NP1 cancelled_VVD her_APPGE 5:30_MC shiatsu_NN1 ._.	0112.txt
279301	153	PHOEBE	F	Phoebe: Ok, thanks. 	Ok, thanks.	Ok_RR thanks_NN2 ._.	0112.txt
279401	153	PHOEBE'S ASSISTANT	U	Phoebe's Assistant: Oh, here comes your 3:00. I don't mean to sound unprofessional, but, yum 	Oh, here comes your 3:00. I don't mean to sound unprofessional, but, yum	Oh_UH here_RL comes_VVZ your_APPGE 3:00_MC ._. I_PPIS1 do_VD0 n't_XX mean_VVI to_TO sound_VVI unprofessional_JJ but_CCB yum_UH	0112.txt
279501	153	PAOLO	M	Paolo: Buon Giorno, Bella Phoebe!	Buon Giorno, Bella Phoebe!	Buon_NP1 Giorno_NP1 Bella_NP1 Phoebe_NP1 !_!	0112.txt
279601	153	PHOEBE	F	Phoebe: Oh, Paolo, hi, what are you doing here?	Oh, Paolo, hi, what are you doing here?	Oh_UH Paolo_NP1 hi_UH what_DDQ are_VBR you_PPY doing_VDG here_RL ?_?	0112.txt
279701	153	PAOLO	M	Paolo: Uh, Racquela tell me you massage, eh?	Uh, Racquela tell me you massage, eh?	Uh_UH Racquela_NP1 tell_VV0 me_PPIO1 you_PPY massage_VV0 eh_UH ?_?	0112.txt
279801	153	PHOEBE	F	Phoebe: Well, Racquela's right, yeah!	Well, Racquela's right, yeah!	Well_RR Racquela_NP1 's_GE right_JJ yeah_UH !_!	0112.txt
279901	153	PHOEBE	F	Phoebe: Oh, okay, I don't know what you just said, so let's get started.	Oh, okay, I don't know what you just said, so let's get started.	Oh_UH okay_RR I_PPIS1 do_VD0 n't_XX know_VVI what_DDQ you_PPY just_RR said_VVD so_RR let_VM21 's_VM22 get_VVI started_VVN ._.	0112.txt
280001	153	PAOLO	M	Paolo: Uh, I am, uh, being naked?	Uh, I am, uh, being naked?	Uh_UH I_PPIS1 am_VBM uh_UH being_VBG naked_JJ ?_?	0112.txt
280101	153	PHOEBE	F	Phoebe: Um, that's really your decision, I mean, some people prefer, you know, to take off...oh whoops! You're being naked!	Um, that's really your decision, I mean, some people prefer, you know, to take off...oh whoops! You're being naked!	Um_UH that_DD1 's_VBZ really_RR your_APPGE decision_NN1 I_PPIS1 mean_VV0 some_DD people_NN prefer_VV0 you_PPY know_VV0 to_TO take_VVI off_RP ..._... oh_UH whoops_UH !_! You_PPY 're_VBR being_VBG naked_JJ !_!	0112.txt
280201	153	RACHEL	F	Rachel: I can't believe you don't want to know. I mean, I couldn't not know, I mean, if, if the doctor knows, and Carol knows, and Susan knows...	I can't believe you don't want to know. I mean, I couldn't not know, I mean, if, if the doctor knows, and Carol knows, and Susan knows...	I_ZZ1 ca_VM n't_XX believe_VVI you_PPY do_VD0 n't_XX want_VVI to_TO know_VVI ._. I_PPIS1 mean_VV0 I_PPIS1 could_VM n't_XX not_XX know_VVI I_PPIS1 mean_VV0 if_CS if_CS the_AT doctor_NN1 knows_VVZ and_CC Carol_NP1 knows_VVZ and_CC Susan_NP1 knows_VVZ ..._...	0112.txt
280301	154	MONICA	F	Monica: And Monica knows...	And Monica knows...	And_CC Monica_NP1 knows_VVZ ..._...	0112.txt
280401	154	ROSS	M	Ross: Wha, heh, how could you know, I don't even know!	Wha, heh, how could you know, I don't even know!	Wha_FU heh_UH how_RRQ could_VM you_PPY know_VVI I_PPIS1 do_VD0 n't_XX even_RR know_VVI !_!	0112.txt
280501	154	MONICA	F	Monica: Carol called me to thank me for the lasagna, I asked, she told me.	Carol called me to thank me for the lasagna, I asked, she told me.	Carol_NP1 called_VVD me_PPIO1 to_TO thank_VVI me_PPIO1 for_IF the_AT lasagna_NN1 I_PPIS1 asked_VVD she_PPHS1 told_VVD me._NNU	0112.txt
280601	154	JOEY	M	Joey: So what's it gonna be? 	So what's it gonna be?	So_RR what_DDQ 's_VBZ it_PPH1 gon_VVGK na_TO be_VBI ?_?	0112.txt
280701	154	ROSS	M	Ross: Wait oh hey huh, oh great now he knows, and I don't know!	Wait oh hey huh, oh great now he knows, and I don't know!	Wait_VV0 oh_UH hey_UH huh_UH oh_UH great_JJ now_RT he_PPHS1 knows_VVZ and_CC I_PPIS1 do_VD0 n't_XX know_VVI !_!	0112.txt
280801	154	MONICA	F	Monica: I'm sorry, I'm just excited about being an aunt!	I'm sorry, I'm just excited about being an aunt!	I_PPIS1 'm_VBM sorry_JJ I_PPIS1 'm_VBM just_RR excited_VVN about_II being_VBG an_AT1 aunt_NN1 !_!	0112.txt
280901	154	JOEY	M	Joey: Or an uncle...	Or an uncle...	Or_CC an_AT1 uncle_NN1 ..._...	0112.txt
281001	154	JOEY AND CHANDLER	M	Joey and Chandler: Hey Phoebe!	Hey Phoebe!	Hey_UH Phoebe_NP1 !_!	0112.txt
281101	154	ROSS	M	Ross: Hi Pheebs!	Hi Pheebs!	Hi_UH Pheebs_NP2 !_!	0112.txt
281201	154	RACHEL	F	Rachel: Pheebs!	Pheebs!	Pheebs_NN2 !_!	0112.txt
281301	154	PHOEBE	F	Phoebe: Fine!	Fine!	Fine_JJ !_!	0112.txt
281401	154	MONICA	F	Monica: Phoebe, what's the matter?	Phoebe, what's the matter?	Phoebe_NP1 what_DDQ 's_VBZ the_AT matter_NN1 ?_?	0112.txt
281501	154	PHOEBE	F	Phoebe: Nothing, I'm sorry, I'm just, I'm out of sorts.	Nothing, I'm sorry, I'm just, I'm out of sorts.	Nothing_PN1 I_PPIS1 'm_VBM sorry_JJ I_PPIS1 'm_VBM just_JJ I_PPIS1 'm_VBM out_II21 of_II22 sorts_NN2 ._.	0112.txt
281601	154	CUSTOMER	U	Customer: Hey, can we get some cappuccino over here?	Hey, can we get some cappuccino over here?	Hey_UH can_VM we_PPIS2 get_VVI some_DD cappuccino_NN1 over_RL21 here_RL22 ?_?	0112.txt
281701	154	RACHEL	F	Rachel: Oh, right, that's me!	Oh, right, that's me!	Oh_UH right_RR that_DD1 's_VBZ me_PPIO1 !_!	0112.txt
281801	154	JOEY	M	Joey: Hey, Chandler, that table place closes at 7, come on.	Hey, Chandler, that table place closes at 7, come on.	Hey_UH Chandler_NP1 that_DD1 table_NN1 place_NN1 closes_VVZ at_II 7_MC come_VV0 on_RP ._.	0112.txt
281901	154	CHANDLER	M	Chandler: Fine. 	Fine.	Fine_JJ ._.	0112.txt
282001	154	MONICA	F	Monica: Phoebe, what is it?	Phoebe, what is it?	Phoebe_NP1 what_DDQ is_VBZ it_PPH1 ?_?	0112.txt
282101	154	PHOEBE	F	Phoebe: All right, you know Paolo?	Alright, you know Paolo?	All_RR21 right_RR22 you_PPY know_VV0 Paolo_NP1 ?_?	0112.txt
282201	154	ROSS	M	Ross: I'm familiar with his work, yes...	I'm familiar with his work, yes...	I_PPIS1 'm_VBM familiar_JJ with_IW his_APPGE work_NN1 yes_UH ..._...	0112.txt
282301	154	PHOEBE	F	Phoebe: Well, he made a move on me.	Well, he made a move on me.	Well_RR he_PPHS1 made_VVD a_AT1 move_NN1 on_II me._NNU	0112.txt
282401	154	JOEY	M	Joey: Whoa, store will be open tomorrow!	Whoa, store will be open tomorrow!	Whoa_UH store_NN1 will_VM be_VBI open_JJ tomorrow_RT !_!	0112.txt
282501	154	CHANDLER	M	Chandler: More coffee over here, please!	More coffee over here, please!	More_RRR coffee_NN1 over_RL21 here_RL22 please_RR !_!	0112.txt
282601	154	MONICA	F	Monica: Well, what happened?	Well, what happened?	Well_RR what_DDQ happened_VVD ?_?	0112.txt
282701	155	PHOEBE	F	Phoebe: Well, he came in for a massage, and everything was fine until. 	Well, he came in for a massage, and everything was fine until.	Well_RR he_PPHS1 came_VVD in_RP for_IF a_AT1 massage_NN1 and_CC everything_PN1 was_VBDZ fine_JJ until_II ._.	0112.txt
282801	155	JOEY AND CHANDLER	M	Joey and Chandler: Ooh!	Ooh!	Ooh_UH !_!	0112.txt
282901	155	ROSS	M	Ross: My God.	My God.	My_APPGE God_NP1 ._.	0112.txt
283001	155	MONICA	F	Monica: Are you sure?	Are you sure?	Are_VBR you_PPY sure_JJ ?_?	0112.txt
283101	155	PHOEBE	F	Phoebe: Oh yeah, I'm sure.  And all of a sudden his hands weren't the problem anymore. (Flashback continues: Paolo rolls over, Phoebe looks down, then quickly looks up, bites lip, shakes her head)	Oh yeah, I'm sure. And all of a sudden his hands weren't the problem anymore.	Oh_UH yeah_UH I_PPIS1 'm_VBM sure_JJ ._. And_CC all_RR41 of_RR42 a_RR43 sudden_RR44 his_APPGE hands_NN2 were_VBDR n't_XX the_AT problem_NN1 anymore_RR ._.	0112.txt
283201	155	MONICA	F	Monica: Was it...?	Was it...?	Was_VBDZ it_PPH1 ..._... ?_?	0112.txt
283301	155	PHOEBE	F	Phoebe: Oh, boy scouts could have camped under there.	Oh, boy scouts could have camped under there.	Oh_UH boy_NN1 scouts_NN2 could_VM have_VHI camped_VVN under_II there_RL ._.	0112.txt
283401	155	GUYS	U	Guys: Oooooo...	Oooo...	Oooo_UH ..._...	0112.txt
283501	155	RACHEL	F	Rachel: Ooo, what?	Ooo, what?	Ooo_UH what_DDQ ?_?	0112.txt
283601	155	PHOEBE	F	Phoebe: Uma Thurman.	Uma Thurman.	Uma_NP1 Thurman._NP1	0112.txt
283701	155	MONICA	F	Monica: Oh!	Oh!	Oh_UH !_!	0112.txt
283801	155	ROSS	M	Ross: The actress!	The actress!	The_AT actress_NN1 !_!	0112.txt
283901	155	ROSS	M	Ross: Thanks Rach.	Thanks Rach.	Thanks_NN2 Rach_NP1 ._.	0112.txt
284001	155	CHANDLER	M	Chandler: So what are you gonna do?	So what are you gonna do?	So_RR what_DDQ are_VBR you_PPY gon_VVGK na_TO do_VDI ?_?	0112.txt
284101	155	ROSS	M	Ross: You have to tell her! You have to tell her! It's your moral obligation, as a friend, as a woman, I think it's a feminist issue! Guys? Guys? 	You have to tell her! You have to tell her! It's your moral obligation, as a friend, as a woman, I think it's a feminist issue! Guys? Guys?	You_PPY have_VH0 to_TO tell_VVI her_PPHO1 !_! You_PPY have_VH0 to_TO tell_VVI her_PPHO1 !_! It_PPH1 's_VBZ your_APPGE moral_JJ obligation_NN1 as_CSA a_AT1 friend_NN1 as_CSA a_AT1 woman_NN1 I_PPIS1 think_VV0 it_PPH1 's_VBZ a_AT1 feminist_JJ issue_NN1 !_! Guys_NP1 ?_? Guys_NP1 ?_?	0112.txt
284201	155	CHANDLER	M	Chandler: Oh, yeah, you have to tell her.	Oh, yeah, you have to tell her.	Oh_UH yeah_UH you_PPY have_VH0 to_TO tell_VVI her_PPHO1 ._.	0112.txt
284301	155	JOEY	M	Joey: Feminist issue. That's where I went!	Feminist issue. That's where I went!	Feminist_JJ issue_NN1 ._. That_DD1 's_VBZ where_RRQ I_PPIS1 went_VVD !_!	0112.txt
284401	155	PHOEBE	F	Phoebe: She is gonna hate me.	She is gonna hate me.	She_PPHS1 is_VBZ gon_VVGK na_TO hate_VVI me._NNU	0112.txt
284501	155	ROSS	M	Ross: Yeah, well...	Yeah, well...	Yeah_UH well_RR ..._...	0112.txt
284601	155	JOEY	M	Joey: Will you pick one, just pick one! Here, how about that one? 	Will you pick one, just pick one! Here, how about that one?	Will_VM you_PPY pick_VVI one_PN1 just_RR pick_VV0 one_PN1 !_! Here_RL how_RRQ about_II that_DD1 one_PN1 ?_?	0112.txt
284701	156	CHANDLER	M	Chandler: That's patio furniture!	That's patio furniture!	That_DD1 's_VBZ patio_NN1 furniture_NN1 !_!	0112.txt
284801	156	JOEY	M	Joey: So what, like people are gonna come in and think, Uh-oh, I'm outside again? Of course!	So what, like people are gonna come in and think, Uh-oh, I'm outside again? Of course!	So_RR what_DDQ like_II people_NN are_VBR gon_VVGK na_TO come_VVI in_RP and_CC think_VVI Uh-oh_UH I_PPIS1 'm_VBM outside_RL again_RT ?_? Of_RR21 course_RR22 !_!	0112.txt
284901	156	CHANDLER	M	Chandler: What about the birds?	What about the birds?	What_DDQ about_II the_AT birds_NN2 ?_?	0112.txt
285001	156	JOEY	M	Joey: I don't know, birds just don't say, Hello, sit here, eat something.	I don't know, birds just don't say, Hello, sit here, eat something.	I_PPIS1 do_VD0 n't_XX know_VVI birds_NN2 just_RR do_VD0 n't_XX say_VVI Hello_UH sit_VV0 here_RL eat_VV0 something_PN1 ._.	0112.txt
285101	156	CHANDLER	M	Chandler: You pick one.	You pick one.	You_PPY pick_VV0 one_PN1 ._.	0112.txt
285201	156	JOEY	M	Joey: All right, how about the ladybugs?	Alright, how about the ladybugs?	All_RR21 right_RR22 how_RRQ about_II the_AT ladybugs_NN2 ?_?	0112.txt
285301	156	CHANDLER	M	Chandler: Oh, so, forget about the birds, but big red insects suggest fine dining!	Oh, so, forget about the birds, but big red insects suggest fine dining!	Oh_UH so_RR forget_VV0 about_II the_AT birds_NN2 but_CCB big_JJ red_JJ insects_NN2 suggest_VV0 fine_JJ dining_NN1 !_!	0112.txt
285401	156	JOEY	M	Joey: Fine, you want to get the birds, get the birds!	Fine, you want to get the birds, get the birds!	Fine_JJ you_PPY want_VV0 to_TO get_VVI the_AT birds_NN2 get_VV0 the_AT birds_NN2 !_!	0112.txt
285501	156	CHANDLER	M	Chandler: Not like that, I won't!  Kip would have liked the birds! (Joey turns and gives Chandler a dirty look)	Not like that, I won't! Kip would have liked the birds!	Not_XX like_II that_DD1 I_PPIS1 wo_VM n't_XX !_! Kip_NN1 would_VM have_VHI liked_VVN the_AT birds_NN2 !_!	0112.txt
285601	157	PHOEBE	F	Phoebe: Hey!	Hey!	Hey_UH !_!	0112.txt
285701	157	RACHEL	F	Rachel: Hi Pheebs!	Hi Pheebs!	Hi_UH Pheebs_NP2 !_!	0112.txt
285801	157	PHOEBE	F	Phoebe: Are you moving out?	Are you moving out?	Are_VBR you_PPY moving_VVG out_RP ?_?	0112.txt
285901	157	RACHEL	F	Rachel: No, these aren't all my suitcases.  This one's Paolo's.	No, these aren't all my suitcases. This one's Paolo's.	No_UH these_DD2 are_VBR n't_XX all_DB my_APPGE suitcases_NN2 ._. This_DD1 one_PN1 's_GE Paolo's._NP1	0112.txt
286001	157	PHOEBE	F	Phoebe: Um, um, Rachel can we talk for a sec?	Um, um, Rachel can we talk for a sec?	Um_UH um_UH Rachel_NP1 can_VM we_PPIS2 talk_VVI for_IF a_AT1 sec_NNU ?_?	0112.txt
286101	157	RACHEL	F	Rachel: Well, sure...just a sec, though, 'cause Paolo's on his way over.	Well, sure...just a sec, though, 'cause Paolo's on his way over.	Well_RR sure_JJ ..._... just_RR a_AT1 sec_NNU though_CS 'cause_CS Paolo_NP1 's_VBZ on_II his_APPGE way_NN1 over_RP ._.	0112.txt
286201	157	PHOEBE	F	Phoebe: Oh!  Ok, um, ok, um,	Oh! Ok, um, ok, um,	Oh_UH !_! Ok_RR um_UH ok_RR um_UH	0112.txt
286301	157	RACHEL	F	Rachel: Oh, Pheebs, Pheebs...	Oh, Pheebs, Pheebs...	Oh_UH Pheebs_NP2 Pheebs_NN2 ..._...	0112.txt
286401	157	PHOEBE	F	Phoebe: Ok, um,  we haven't known each other for that long a time, and, um, there are three things that you should know about me. One, my friends are the most important thing in my life, two, I never lie, and three, I make the best oatmeal raisin cookies in the world. (Phoebe opens a tin and offers Rachel a cookie)	Ok, um, we haven't known each other for that long a time, and, um, there are three things that you should know about me. One, my friends are the most important thing in my life, two, I never lie, and three, I make the best oatmeal raisin cookies in the world.	Ok_RR um_UH we_PPIS2 have_VH0 n't_XX known_VVN each_PPX221 other_PPX222 for_IF that_DD1 long_RR a_AT1 time_NNT1 and_CC um_UH there_EX are_VBR three_MC things_NN2 that_CST you_PPY should_VM know_VVI about_II me_PPIO1 ._. One_MC1 my_APPGE friends_NN2 are_VBR the_AT most_RGT important_JJ thing_NN1 in_II my_APPGE life_NN1 two_MC I_PPIS1 never_RR lie_VV0 and_CC three_MC I_PPIS1 make_VV0 the_AT best_JJT oatmeal_NN1 raisin_NN1 cookies_NN2 in_II the_AT world_NN1 ._.	0112.txt
